event_id,timestamp_start,timestamp_end,event_type,road_id,location_description,severity,duration_minutes,affected_lanes,response_team_dispatched,response_time_min,casualties,description,cause,weather_condition
EVT-00998,2024-01-25 18:40:00,2024-01-25 22:21:00,Kemacetan Parah,RD-0182,Jl. Jend. Gatot Subroto - Slipi,Major,221,3,1,25,0,Kecelakaan beruntun,Pemasangan marka jalan,Hujan Sedang
EVT-00999,2024-03-25 16:27:00,2024-03-25 17:42:00,Kemacetan Parah,RD-0019,Jl. Gajah Mada - Mangga Dua,Moderate,75,1,1,10,0,Proyek perbaikan jalan,Jalan rusak,Hujan Sedang
EVT-01000,2024-01-30 07:10:00,2024-01-30 08:50:00,Kecelakaan,RD-0077,Jl. MT Haryono - Cawang,Major,100,4,1,35,0,Festival jalanan,Kendaraan terguling,Hujan Ringan
EVT-01001,2024-01-07 05:37:00,2024-01-07 09:40:00,Kemacetan Parah,RD-0130,Jl. Satrio - Mega Kuningan,Major,243,3,1,45,0,Kecelakaan tabrakan belakang,Kecelakaan tunggal,Hujan Sedang
EVT-01002,2024-02-15 18:05:00,2024-02-15 21:01:00,Acara Khusus,RD-0007,Jl. Satrio - Mega Kuningan,Moderate,176,4,0,0,0,Kecelakaan tabrakan belakang,Drainase tersumbat,Hujan Lebat
EVT-01003,2024-03-15 15:16:00,2024-03-15 17:31:00,Kecelakaan,RD-0084,Jl. Kramat Raya - Senen,Moderate,135,1,1,28,0,Kendaraan mogok di jalan,Kecelakaan beruntun,Hujan Ringan
EVT-01004,2024-01-26 17:11:00,2024-01-26 22:20:00,Kemacetan Parah,RD-0133,Jl. Raden Saleh - Salemba,Moderate,309,1,1,12,0,Jalan rusak,Kendaraan mogok di jalan,Berawan
EVT-01005,2024-03-21 02:36:00,2024-03-21 06:17:00,Pohon Tumbang,RD-0198,Jl. Kramat Raya - Senen,Minor,221,2,0,0,0,Proyek perbaikan jalan,Insiden struktur jalan,Cerah
EVT-01006,2024-02-16 08:30:00,2024-02-16 16:17:00,Acara Khusus,RD-0126,Jl. Satrio - Mega Kuningan,Moderate,467,3,1,29,0,Festival jalanan,Kecelakaan tabrakan belakang,Hujan Sedang
EVT-01007,2024-01-13 09:26:00,2024-01-13 13:53:00,Protes/Unjuk Rasa,RD-0004,Jl. HR Rasuna Said - Casablanca,Minor,267,2,0,0,0,Drainase tersumbat,Curah hujan tinggi,Hujan Lebat
EVT-01008,2024-03-12 14:56:00,2024-03-14 13:13:00,Perbaikan Jalan,RD-0166,Jl. Satrio - Mega Kuningan,Major,2777,2,1,18,0,Drainase tersumbat,Kecelakaan tunggal,Hujan Sedang
EVT-01009,2024-01-09 10:19:00,2024-01-10 08:26:00,Perbaikan Jalan,RD-0191,Jl. Rasuna Said - Setiabudi,Major,1327,1,1,20,0,Drainase tersumbat,Insiden struktur jalan,Hujan Sedang
EVT-01010,2024-03-04 08:38:00,2024-03-04 11:37:00,Protes/Unjuk Rasa,RD-0048,Jl. Gatot Subroto - Kuningan,Moderate,179,1,0,0,0,Festival jalanan,Proyek perbaikan jalan,Hujan Lebat
EVT-01011,2024-03-14 10:36:00,2024-03-14 15:44:00,Jalan Ditutup,RD-0055,Jl. KS Tubun - Slipi,Major,308,2,1,21,0,Drainase tersumbat,Drainase tersumbat,Hujan Ringan
EVT-01012,2024-03-20 05:44:00,2024-03-20 06:34:00,Kemacetan Parah,RD-0056,Jl. Pemuda - Senen,Minor,50,1,1,22,0,Perbaikan saluran air,Jalan rusak,Hujan Ringan
EVT-01013,2024-02-05 12:48:00,2024-02-07 17:57:00,Perbaikan Jalan,RD-0049,Jl. Rasuna Said - Setiabudi,Moderate,3189,4,1,15,0,Drainase tersumbat,Festival jalanan,Hujan Lebat
EVT-01014,2024-02-12 15:38:00,2024-02-12 20:15:00,Banjir,RD-0070,Jl. Raden Saleh - Salemba,Critical,277,4,1,24,0,Proyek perbaikan jalan,Kecelakaan tabrakan belakang,Hujan Sedang
EVT-01015,2024-01-28 22:23:00,2024-01-28 23:13:00,Kecelakaan,RD-0170,Jl. Jend. Gatot Subroto - Slipi,Moderate,50,1,1,43,0,Kecelakaan beruntun,Insiden struktur jalan,Hujan Sedang
EVT-01016,2024-01-24 05:44:00,2024-01-24 08:14:00,Kendaraan Mogok,RD-0089,Jl. Hayam Wuruk - Harmoni,Moderate,150,2,1,21,0,Drainase tersumbat,Perbaikan saluran air,Hujan Sedang
EVT-01017,2024-02-04 23:14:00,2024-02-04 23:54:00,Kendaraan Mogok,RD-0017,Jl. Jend. Gatot Subroto - Slipi,Minor,40,4,1,37,0,Kecelakaan beruntun,Pemasangan marka jalan,Hujan Lebat
EVT-01018,2024-03-10 04:25:00,2024-03-10 09:58:00,Jalan Ditutup,RD-0126,Jl. Gajah Mada - Mangga Dua,Major,333,4,1,43,0,Kecelakaan tunggal,Drainase tersumbat,Hujan Ringan
EVT-01019,2024-03-25 04:06:00,2024-03-25 09:58:00,Konvoi,RD-0019,Jl. Raya Bogor - Cibubur,Moderate,352,2,1,10,0,Jalan rusak,Kendaraan terguling,Cerah
EVT-01020,2024-01-07 19:12:00,2024-01-08 00:32:00,Acara Khusus,RD-0156,Jl. Hayam Wuruk - Harmoni,Moderate,320,2,1,26,0,Kecelakaan tabrakan belakang,Perbaikan saluran air,Berawan
EVT-01021,2024-03-18 23:34:00,2024-03-19 03:58:00,Acara Khusus,RD-0139,Jl. Thamrin - Monas,Minor,264,1,1,25,0,Curah hujan tinggi,Perbaikan saluran air,Hujan Lebat
EVT-01022,2024-01-01 03:43:00,2024-01-01 08:17:00,Protes/Unjuk Rasa,RD-0085,Jl. Gajah Mada - Mangga Dua,Critical,274,1,1,25,0,Bahan berbahaya tumpah,Jalan rusak,Cerah
EVT-01023,2024-03-03 01:41:00,2024-03-03 04:34:00,Kendaraan Mogok,RD-0168,Jl. Thamrin - Monas,Major,173,1,1,42,0,Kendaraan terguling,Drainase tersumbat,Hujan Sedang
EVT-01024,2024-02-09 23:43:00,2024-02-10 02:33:00,Kendaraan Mogok,RD-0060,Jl. Raya Bogor - Cibubur,Major,170,2,1,38,0,Proyek perbaikan jalan,Kecelakaan beruntun,Hujan Ringan
EVT-01025,2024-02-28 05:18:00,2024-02-28 05:36:00,Kecelakaan,RD-0072,Jl. Hayam Wuruk - Harmoni,Major,18,1,1,37,0,Konvoi kendaraan resmi,Festival jalanan,Berawan
EVT-01026,2024-01-27 08:45:00,2024-01-29 01:26:00,Perbaikan Jalan,RD-0183,Jl. Raya Bogor - Cibubur,Critical,2441,3,1,34,0,Insiden struktur jalan,Festival jalanan,Hujan Ringan
EVT-01027,2024-02-13 16:48:00,2024-02-13 17:54:00,Kemacetan Parah,RD-0061,Jl. Jend. Sudirman - Semanggi,Major,66,4,1,14,0,Kecelakaan tunggal,Perbaikan saluran air,Hujan Ringan
EVT-01028,2024-03-14 01:34:00,2024-03-14 03:00:00,Kecelakaan,RD-0077,Jl. Kramat Raya - Senen,Major,86,4,1,44,0,Kendaraan terguling,Festival jalanan,Hujan Sedang
EVT-01029,2024-02-18 17:05:00,2024-02-18 23:04:00,Perbaikan Jalan,RD-0064,Jl. Rasuna Said - Setiabudi,Minor,359,1,1,39,0,Insiden struktur jalan,Pemasangan marka jalan,Cerah
EVT-01030,2024-03-01 17:17:00,2024-03-01 19:38:00,Protes/Unjuk Rasa,RD-0020,Jl. Rasuna Said - Setiabudi,Moderate,141,2,0,0,0,Kendaraan mogok di jalan,Kecelakaan tunggal,Hujan Lebat
EVT-01031,2024-03-30 06:15:00,2024-03-30 07:27:00,Kendaraan Mogok,RD-0047,Jl. HR Rasuna Said - Casablanca,Moderate,72,3,1,6,0,Bahan berbahaya tumpah,Jalan rusak,Berawan
EVT-01032,2024-02-12 04:53:00,2024-02-12 16:34:00,Acara Khusus,RD-0031,Jl. Hayam Wuruk - Harmoni,Critical,701,3,1,35,0,Pemasangan marka jalan,Kecelakaan beruntun,Hujan Lebat
EVT-01033,2024-02-11 20:34:00,2024-02-12 01:47:00,Protes/Unjuk Rasa,RD-0109,Jl. Kramat Raya - Senen,Major,313,1,1,40,0,Festival jalanan,Kecelakaan tunggal,Hujan Ringan
EVT-01034,2024-03-19 18:01:00,2024-03-19 20:53:00,Pohon Tumbang,RD-0119,Jl. Rasuna Said - Setiabudi,Moderate,172,1,0,0,0,Jalan rusak,Kendaraan terguling,Hujan Ringan
EVT-01035,2024-01-31 13:11:00,2024-01-31 18:19:00,Konvoi,RD-0070,Jl. Raden Saleh - Salemba,Moderate,308,2,0,0,0,Drainase tersumbat,Kecelakaan beruntun,Hujan Ringan
EVT-01036,2024-01-17 00:26:00,2024-01-17 01:52:00,Protes/Unjuk Rasa,RD-0179,Jl. Pemuda - Senen,Minor,86,4,1,42,0,Kecelakaan tunggal,Jalan rusak,Cerah
EVT-01037,2024-02-03 13:18:00,2024-02-03 15:43:00,Acara Khusus,RD-0036,Jl. Raya Bogor - Cibubur,Moderate,145,3,0,0,0,Kecelakaan tabrakan belakang,Kendaraan terguling,Berawan
EVT-01038,2024-03-19 03:15:00,2024-03-19 04:21:00,Kemacetan Parah,RD-0021,Jl. Casablanca - Kampung Melayu,Moderate,66,1,1,7,0,Bahan berbahaya tumpah,Jalan rusak,Hujan Ringan
EVT-01039,2024-01-14 05:14:00,2024-01-16 05:30:00,Perbaikan Jalan,RD-0166,Jl. Sudirman - Bundaran HI,Minor,2896,3,0,0,0,Curah hujan tinggi,Festival jalanan,Hujan Lebat
EVT-01040,2024-03-26 10:20:00,2024-03-26 15:08:00,Kemacetan Parah,RD-0105,Jl. Diponegoro - Cikini,Critical,288,2,1,37,0,Jalan rusak,Konvoi kendaraan resmi,Berawan
EVT-01041,2024-03-28 18:59:00,2024-03-30 14:43:00,Perbaikan Jalan,RD-0067,Jl. KS Tubun - Slipi,Critical,2624,3,1,32,0,Kendaraan mogok di jalan,Drainase tersumbat,Hujan Ringan
EVT-01042,2024-03-18 02:17:00,2024-03-18 02:55:00,Kemacetan Parah,RD-0073,Jl. HR Rasuna Said - Casablanca,Moderate,38,1,1,30,0,Kecelakaan tunggal,Kecelakaan tabrakan belakang,Cerah
EVT-01043,2024-01-14 23:26:00,2024-01-15 03:56:00,Konvoi,RD-0110,Jl. Jend. Gatot Subroto - Slipi,Minor,270,4,0,0,0,Kendaraan mogok di jalan,Proyek perbaikan jalan,Berawan
EVT-01044,2024-02-18 10:52:00,2024-02-18 14:01:00,Jalan Ditutup,RD-0041,Jl. KS Tubun - Slipi,Major,189,2,1,30,0,Drainase tersumbat,Proyek perbaikan jalan,Cerah
EVT-01045,2024-03-27 14:39:00,2024-03-27 21:07:00,Acara Khusus,RD-0046,Jl. Gatot Subroto - Kuningan,Moderate,388,1,0,0,0,Kecelakaan tunggal,Perbaikan saluran air,Hujan Lebat
EVT-01046,2024-01-22 01:00:00,2024-01-22 03:28:00,Jalan Ditutup,RD-0129,Jl. Rasuna Said - Setiabudi,Critical,148,2,1,21,0,Pemasangan marka jalan,Bahan berbahaya tumpah,Hujan Sedang
EVT-01047,2024-01-17 01:25:00,2024-01-17 03:31:00,Acara Khusus,RD-0108,Jl. Pemuda - Senen,Major,126,4,1,40,0,Jalan rusak,Kecelakaan tunggal,Berawan
EVT-01048,2024-01-10 14:20:00,2024-01-11 23:26:00,Perbaikan Jalan,RD-0041,Jl. Gatot Subroto - Kuningan,Moderate,1986,2,1,5,0,Kendaraan mogok di jalan,Jalan rusak,Cerah
EVT-01049,2024-02-05 12:44:00,2024-02-05 15:49:00,Banjir,RD-0194,Jl. Gajah Mada - Mangga Dua,Moderate,185,4,0,0,0,Kendaraan mogok di jalan,Kecelakaan beruntun,Hujan Lebat
EVT-01050,2024-01-08 06:26:00,2024-01-08 08:45:00,Protes/Unjuk Rasa,RD-0120,Jl. Asia Afrika - Gelora Bung Karno,Moderate,139,2,1,32,0,Proyek perbaikan jalan,Bahan berbahaya tumpah,Cerah
EVT-01051,2024-02-01 04:16:00,2024-02-01 05:55:00,Kecelakaan,RD-0016,Jl. Gatot Subroto - Kuningan,Moderate,99,4,0,0,0,Kendaraan mogok di jalan,Pemasangan marka jalan,Berawan
EVT-01052,2024-03-12 10:19:00,2024-03-12 17:09:00,Perbaikan Jalan,RD-0024,Jl. Satrio - Mega Kuningan,Moderate,410,3,0,0,0,Kecelakaan tabrakan belakang,Drainase tersumbat,Cerah
EVT-01053,2024-02-10 03:10:00,2024-02-11 07:01:00,Perbaikan Jalan,RD-0098,Jl. MT Haryono - Cawang,Minor,1671,1,1,14,0,Kecelakaan beruntun,Kecelakaan beruntun,Hujan Ringan
EVT-01054,2024-03-28 02:56:00,2024-03-30 00:14:00,Perbaikan Jalan,RD-0120,Jl. KS Tubun - Slipi,Minor,2718,4,0,0,0,Proyek perbaikan jalan,Kecelakaan beruntun,Cerah
EVT-01055,2024-01-03 01:49:00,2024-01-03 13:41:00,Perbaikan Jalan,RD-0135,Jl. Hayam Wuruk - Harmoni,Moderate,712,4,0,0,0,Bahan berbahaya tumpah,Jalan rusak,Hujan Ringan
EVT-01056,2024-02-22 00:23:00,2024-02-22 06:21:00,Pohon Tumbang,RD-0074,Jl. MT Haryono - Cawang,Major,358,4,1,22,0,Pemasangan marka jalan,Kecelakaan tunggal,Berawan
EVT-01057,2024-02-20 05:24:00,2024-02-20 06:36:00,Protes/Unjuk Rasa,RD-0194,Jl. Hayam Wuruk - Harmoni,Minor,72,4,1,18,0,Insiden struktur jalan,Pemasangan marka jalan,Hujan Lebat
EVT-01058,2024-01-12 11:11:00,2024-01-12 14:54:00,Banjir,RD-0149,Jl. Proklamasi - Menteng,Critical,223,3,1,24,0,Kendaraan terguling,Pemasangan marka jalan,Berawan
EVT-01059,2024-02-19 12:42:00,2024-02-19 16:21:00,Kemacetan Parah,RD-0105,Jl. Diponegoro - Cikini,Moderate,219,4,1,27,0,Pemasangan marka jalan,Kecelakaan beruntun,Hujan Ringan
EVT-01060,2024-03-03 00:23:00,2024-03-03 06:08:00,Pohon Tumbang,RD-0054,Jl. KS Tubun - Slipi,Minor,345,1,1,25,0,Pemasangan marka jalan,Kecelakaan beruntun,Hujan Sedang
EVT-01061,2024-03-20 20:05:00,2024-03-20 20:46:00,Kendaraan Mogok,RD-0042,Jl. Kramat Raya - Senen,Minor,41,1,1,23,1,Festival jalanan,Kendaraan mogok di jalan,Hujan Lebat
EVT-01062,2024-01-27 09:59:00,2024-01-27 15:17:00,Pohon Tumbang,RD-0032,Jl. Sudirman - Bundaran HI,Minor,318,4,1,17,0,Kecelakaan tunggal,Festival jalanan,Hujan Lebat
EVT-01063,2024-01-15 16:50:00,2024-01-16 05:51:00,Perbaikan Jalan,RD-0021,Jl. Raden Saleh - Salemba,Major,781,4,1,36,0,Kendaraan terguling,Konvoi kendaraan resmi,Hujan Sedang
EVT-01064,2024-02-28 07:37:00,2024-02-28 13:31:00,Pohon Tumbang,RD-0165,Jl. Raya Bogor - Cibubur,Critical,354,1,1,8,0,Bahan berbahaya tumpah,Curah hujan tinggi,Hujan Lebat
EVT-01065,2024-02-14 03:11:00,2024-02-14 04:33:00,Kemacetan Parah,RD-0053,Jl. Jend. Gatot Subroto - Slipi,Moderate,82,3,1,17,0,Curah hujan tinggi,Pemasangan marka jalan,Hujan Ringan
EVT-01066,2024-01-05 18:14:00,2024-01-05 20:45:00,Kecelakaan,RD-0146,Jl. Sudirman - Bundaran HI,Moderate,151,2,0,0,0,Kecelakaan tunggal,Insiden struktur jalan,Hujan Sedang
EVT-01067,2024-01-19 15:54:00,2024-01-22 00:32:00,Perbaikan Jalan,RD-0105,Jl. Casablanca - Kampung Melayu,Minor,3398,3,0,0,0,Curah hujan tinggi,Kecelakaan tabrakan belakang,Hujan Ringan
EVT-01068,2024-01-27 12:42:00,2024-01-27 13:59:00,Kendaraan Mogok,RD-0096,Jl. Raden Saleh - Salemba,Moderate,77,1,0,0,0,Bahan berbahaya tumpah,Drainase tersumbat,Hujan Sedang
EVT-01069,2024-01-13 08:28:00,2024-01-13 09:02:00,Kendaraan Mogok,RD-0154,Jl. Jend. Sudirman - Semanggi,Major,34,4,1,15,0,Kendaraan mogok di jalan,Kendaraan terguling,Hujan Lebat
EVT-01070,2024-03-08 21:18:00,2024-03-09 02:53:00,Pohon Tumbang,RD-0066,Jl. Casablanca - Kampung Melayu,Minor,335,3,0,0,0,Kendaraan mogok di jalan,Kendaraan mogok di jalan,Berawan
EVT-01071,2024-01-03 16:19:00,2024-01-03 16:49:00,Kendaraan Mogok,RD-0113,Jl. Hayam Wuruk - Harmoni,Moderate,30,2,0,0,0,Kecelakaan tunggal,Kecelakaan tunggal,Cerah
EVT-01072,2024-01-23 16:02:00,2024-01-23 20:21:00,Jalan Ditutup,RD-0080,Jl. HR Rasuna Said - Casablanca,Major,259,2,1,43,0,Bahan berbahaya tumpah,Kecelakaan tunggal,Berawan
EVT-01073,2024-01-23 09:28:00,2024-01-23 14:19:00,Protes/Unjuk Rasa,RD-0061,Jl. Jend. Gatot Subroto - Slipi,Moderate,291,2,0,0,0,Drainase tersumbat,Curah hujan tinggi,Hujan Lebat
EVT-01074,2024-03-07 11:37:00,2024-03-07 14:30:00,Konvoi,RD-0050,Jl. Raya Bogor - Cibubur,Moderate,173,2,0,0,0,Pemasangan marka jalan,Kendaraan terguling,Hujan Lebat
EVT-01075,2024-03-25 00:04:00,2024-03-26 04:59:00,Perbaikan Jalan,RD-0006,Jl. Jend. Gatot Subroto - Slipi,Moderate,1735,1,1,31,0,Curah hujan tinggi,Insiden struktur jalan,Hujan Lebat
EVT-01076,2024-01-24 09:36:00,2024-01-24 10:00:00,Kecelakaan,RD-0029,Jl. Rasuna Said - Setiabudi,Major,24,2,1,43,0,Insiden struktur jalan,Insiden struktur jalan,Hujan Lebat
EVT-01077,2024-03-06 20:39:00,2024-03-06 22:41:00,Kendaraan Mogok,RD-0105,Jl. Raden Saleh - Salemba,Major,122,3,1,5,0,Pemasangan marka jalan,Festival jalanan,Berawan
EVT-01078,2024-03-15 08:46:00,2024-03-15 13:48:00,Protes/Unjuk Rasa,RD-0115,Jl. Asia Afrika - Gelora Bung Karno,Critical,302,2,1,33,0,Bahan berbahaya tumpah,Kendaraan mogok di jalan,Berawan
EVT-01079,2024-01-24 21:50:00,2024-01-25 06:51:00,Banjir,RD-0052,Jl. MT Haryono - Cawang,Moderate,541,4,0,0,0,Perbaikan saluran air,Perbaikan saluran air,Hujan Lebat
EVT-01080,2024-03-16 09:01:00,2024-03-18 11:10:00,Perbaikan Jalan,RD-0128,Jl. Asia Afrika - Gelora Bung Karno,Minor,3009,4,1,32,0,Kendaraan terguling,Festival jalanan,Hujan Sedang
EVT-01081,2024-01-04 04:27:00,2024-01-04 08:32:00,Kemacetan Parah,RD-0049,Jl. Casablanca - Kampung Melayu,Major,245,4,1,27,0,Drainase tersumbat,Curah hujan tinggi,Hujan Sedang
EVT-01082,2024-02-19 11:30:00,2024-02-19 22:54:00,Acara Khusus,RD-0168,Jl. Jend. Sudirman - Semanggi,Minor,684,3,1,5,0,Insiden struktur jalan,Festival jalanan,Hujan Lebat
EVT-01083,2024-03-23 02:51:00,2024-03-25 19:13:00,Perbaikan Jalan,RD-0086,Jl. Casablanca - Kampung Melayu,Moderate,3862,2,1,27,0,Konvoi kendaraan resmi,Kendaraan mogok di jalan,Cerah
EVT-01084,2024-01-24 10:08:00,2024-01-24 11:57:00,Kemacetan Parah,RD-0039,Jl. Casablanca - Kampung Melayu,Moderate,109,3,1,11,0,Bahan berbahaya tumpah,Konvoi kendaraan resmi,Berawan
EVT-01085,2024-01-25 18:17:00,2024-01-25 23:59:00,Jalan Ditutup,RD-0107,Jl. Thamrin - Monas,Moderate,342,1,0,0,0,Kecelakaan tunggal,Pemasangan marka jalan,Hujan Ringan
EVT-01086,2024-03-03 16:44:00,2024-03-03 20:16:00,Banjir,RD-0151,Jl. Raden Saleh - Salemba,Critical,212,2,1,23,0,Perbaikan saluran air,Konvoi kendaraan resmi,Cerah
EVT-01087,2024-03-18 13:25:00,2024-03-18 14:39:00,Banjir,RD-0043,Jl. KS Tubun - Slipi,Critical,74,3,1,39,0,Proyek perbaikan jalan,Proyek perbaikan jalan,Berawan
EVT-01088,2024-03-08 06:14:00,2024-03-08 15:27:00,Acara Khusus,RD-0130,Jl. MT Haryono - Cawang,Minor,553,2,1,24,0,Insiden struktur jalan,Kecelakaan beruntun,Hujan Lebat
EVT-01089,2024-02-01 14:04:00,2024-02-01 14:45:00,Konvoi,RD-0038,Jl. Sudirman - Bundaran HI,Moderate,41,2,1,42,0,Kecelakaan tunggal,Insiden struktur jalan,Hujan Ringan
EVT-01090,2024-01-09 13:28:00,2024-01-09 21:50:00,Banjir,RD-0174,Jl. Jend. Sudirman - Semanggi,Moderate,502,2,1,6,0,Festival jalanan,Konvoi kendaraan resmi,Hujan Ringan
EVT-01091,2024-03-28 02:12:00,2024-03-28 07:09:00,Banjir,RD-0035,Jl. Gajah Mada - Mangga Dua,Major,297,3,1,12,0,Kendaraan mogok di jalan,Konvoi kendaraan resmi,Hujan Sedang
EVT-01092,2024-01-14 10:57:00,2024-01-14 11:38:00,Protes/Unjuk Rasa,RD-0166,Jl. Kramat Raya - Senen,Moderate,41,4,0,0,0,Kecelakaan beruntun,Festival jalanan,Hujan Sedang
EVT-01093,2024-01-19 05:13:00,2024-01-19 06:51:00,Kecelakaan,RD-0185,Jl. Jend. Gatot Subroto - Slipi,Minor,98,3,1,31,0,Insiden struktur jalan,Kendaraan terguling,Hujan Ringan
EVT-01094,2024-01-02 07:39:00,2024-01-02 17:07:00,Acara Khusus,RD-0121,Jl. Kramat Raya - Senen,Moderate,568,1,1,39,0,Drainase tersumbat,Bahan berbahaya tumpah,Hujan Lebat
EVT-01095,2024-01-20 08:24:00,2024-01-20 09:33:00,Kendaraan Mogok,RD-0002,Jl. MT Haryono - Cawang,Critical,69,2,1,25,0,Pemasangan marka jalan,Konvoi kendaraan resmi,Berawan
EVT-01096,2024-03-22 23:42:00,2024-03-23 05:26:00,Konvoi,RD-0192,Jl. Jend. Gatot Subroto - Slipi,Minor,344,1,1,5,0,Kecelakaan tunggal,Jalan rusak,Hujan Ringan
EVT-01097,2024-03-15 01:37:00,2024-03-15 05:42:00,Protes/Unjuk Rasa,RD-0022,Jl. Gatot Subroto - Kuningan,Moderate,245,4,1,37,0,Jalan rusak,Kecelakaan beruntun,Berawan
EVT-01098,2024-02-20 03:41:00,2024-02-20 06:20:00,Protes/Unjuk Rasa,RD-0040,Jl. Thamrin - Monas,Major,159,3,1,9,0,Kecelakaan tunggal,Drainase tersumbat,Hujan Ringan
EVT-01099,2024-01-26 00:22:00,2024-01-26 10:24:00,Acara Khusus,RD-0051,Jl. Jend. Gatot Subroto - Slipi,Moderate,602,1,1,11,0,Kendaraan mogok di jalan,Jalan rusak,Cerah
EVT-01100,2024-03-26 14:50:00,2024-03-26 17:28:00,Kendaraan Mogok,RD-0036,Jl. HR Rasuna Said - Casablanca,Major,158,2,1,30,0,Jalan rusak,Kecelakaan tabrakan belakang,Hujan Sedang
EVT-01101,2024-02-29 21:04:00,2024-02-29 23:27:00,Kendaraan Mogok,RD-0121,Jl. Thamrin - Monas,Minor,143,3,0,0,0,Kendaraan terguling,Kendaraan terguling,Hujan Sedang
EVT-01102,2024-02-17 04:15:00,2024-02-17 06:00:00,Pohon Tumbang,RD-0068,Jl. Hayam Wuruk - Harmoni,Critical,105,1,1,13,0,Pemasangan marka jalan,Insiden struktur jalan,Berawan
EVT-01103,2024-03-28 19:40:00,2024-03-28 23:44:00,Pohon Tumbang,RD-0013,Jl. Raden Saleh - Salemba,Moderate,244,3,1,37,0,Kendaraan mogok di jalan,Perbaikan saluran air,Hujan Lebat
EVT-01104,2024-02-13 05:12:00,2024-02-13 08:29:00,Konvoi,RD-0123,Jl. Proklamasi - Menteng,Minor,197,3,0,0,0,Kendaraan mogok di jalan,Bahan berbahaya tumpah,Hujan Sedang
EVT-01105,2024-03-16 20:29:00,2024-03-16 21:59:00,Banjir,RD-0042,Jl. KS Tubun - Slipi,Major,90,2,1,43,0,Festival jalanan,Insiden struktur jalan,Hujan Ringan
EVT-01106,2024-03-11 09:36:00,2024-03-11 11:44:00,Konvoi,RD-0200,Jl. Kramat Raya - Senen,Minor,128,3,1,28,0,Perbaikan saluran air,Kecelakaan beruntun,Hujan Sedang
EVT-01107,2024-03-07 10:12:00,2024-03-07 21:17:00,Acara Khusus,RD-0007,Jl. HR Rasuna Said - Casablanca,Moderate,665,3,0,0,0,Curah hujan tinggi,Konvoi kendaraan resmi,Hujan Sedang
EVT-01108,2024-02-25 19:06:00,2024-02-25 22:16:00,Kemacetan Parah,RD-0091,Jl. Gatot Subroto - Kuningan,Moderate,190,1,1,9,0,Kecelakaan tabrakan belakang,Kecelakaan tabrakan belakang,Hujan Ringan
EVT-01109,2024-02-14 18:16:00,2024-02-15 01:57:00,Perbaikan Jalan,RD-0167,Jl. MT Haryono - Cawang,Minor,461,2,1,31,0,Konvoi kendaraan resmi,Curah hujan tinggi,Berawan
EVT-01110,2024-01-23 09:48:00,2024-01-23 20:55:00,Acara Khusus,RD-0089,Jl. Kramat Raya - Senen,Major,667,3,1,42,0,Bahan berbahaya tumpah,Kecelakaan tabrakan belakang,Hujan Sedang
EVT-01111,2024-01-21 11:21:00,2024-01-21 13:17:00,Konvoi,RD-0162,Jl. HR Rasuna Said - Casablanca,Minor,116,3,0,0,0,Pemasangan marka jalan,Insiden struktur jalan,Berawan
EVT-01112,2024-03-02 22:03:00,2024-03-03 05:03:00,Acara Khusus,RD-0200,Jl. Satrio - Mega Kuningan,Moderate,420,2,1,36,0,Kecelakaan tabrakan belakang,Bahan berbahaya tumpah,Hujan Sedang
EVT-01113,2024-03-18 14:20:00,2024-03-18 16:27:00,Kecelakaan,RD-0171,Jl. Jend. Gatot Subroto - Slipi,Major,127,3,1,6,1,Kecelakaan beruntun,Festival jalanan,Hujan Lebat
EVT-01114,2024-02-20 09:47:00,2024-02-20 16:07:00,Banjir,RD-0152,Jl. Diponegoro - Cikini,Critical,380,4,1,10,0,Kendaraan terguling,Kecelakaan tunggal,Cerah
EVT-01115,2024-01-14 14:18:00,2024-01-14 23:22:00,Acara Khusus,RD-0030,Jl. Rasuna Said - Setiabudi,Moderate,544,1,0,0,0,Konvoi kendaraan resmi,Festival jalanan,Cerah
EVT-01116,2024-03-26 13:07:00,2024-03-26 20:46:00,Acara Khusus,RD-0088,Jl. Sudirman - Bundaran HI,Major,459,3,1,25,0,Proyek perbaikan jalan,Kendaraan terguling,Hujan Lebat
EVT-01117,2024-02-29 20:28:00,2024-02-29 23:07:00,Pohon Tumbang,RD-0088,Jl. Sudirman - Bundaran HI,Major,159,4,1,6,0,Pemasangan marka jalan,Bahan berbahaya tumpah,Cerah
EVT-01118,2024-02-07 13:11:00,2024-02-07 18:57:00,Pohon Tumbang,RD-0029,Jl. Satrio - Mega Kuningan,Moderate,346,1,0,0,0,Proyek perbaikan jalan,Kecelakaan tunggal,Hujan Sedang
EVT-01119,2024-02-03 21:59:00,2024-02-04 03:38:00,Pohon Tumbang,RD-0057,Jl. Kramat Raya - Senen,Moderate,339,4,1,36,0,Bahan berbahaya tumpah,Konvoi kendaraan resmi,Hujan Ringan
EVT-01120,2024-03-30 12:51:00,2024-03-30 15:47:00,Konvoi,RD-0048,Jl. Sudirman - Bundaran HI,Minor,176,4,1,38,0,Kendaraan mogok di jalan,Pemasangan marka jalan,Cerah
EVT-01121,2024-03-23 14:41:00,2024-03-23 22:08:00,Banjir,RD-0065,Jl. Raya Bogor - Cibubur,Major,447,3,1,21,0,Drainase tersumbat,Drainase tersumbat,Hujan Lebat
