road_id,road_name,road_type,city,country,district,length_km,lanes,speed_limit_kmh,capacity_vehicles_per_hour,has_bus_lane,has_bike_lane,has_sidewalk,has_median,has_speed_camera,has_pedestrian_crossing,has_toll,toll_rate_local_currency,currency,has_congestion_charge,congestion_charge_amount,surface_condition,lighting_type,traffic_signal_type,road_classification,latitude_start,longitude_start,latitude_end,longitude_end,avg_daily_traffic,peak_hour_traffic,year_built,last_maintenance_date,next_scheduled_maintenance,last_resurfacing_date,has_variable_message_sign,has_intelligent_transport_system,has_emergency_callbox,connected_sensors_count,noise_level_db,annual_co2_emission_tons
RD-SÃO-0651,Marginal Pinheiros,Boulevard,São Paulo,Brazil,Butantã,3.6,8,50,12044,1,0,1,0,0,0,0,0.0,BRL,0,0.0,Good,None,Adaptive SCOOT,Federal,-23.58348,-46.555605,-23.582185,-46.555171,17744,2345,2000,2022-10-19,2024-05-28,2020-09-09,0,1,0,3,65.9,254.5
RD-SÃO-0652,Rua Consolação,Collector Road,São Paulo,Brazil,Consolação,1.2,2,60,2257,0,1,1,0,0,1,0,0.0,BRL,0,0.0,Fair,LED,Fixed Timer,Federal,-23.561578,-46.625747,-23.580727,-46.638114,2511,289,1971,2023-07-14,2025-01-10,2021-06-03,0,1,0,3,71.8,4.8
RD-SÃO-0653,Marginal Tietê,Collector Road,São Paulo,Brazil,Itaim Bibi,3.9,4,40,4722,0,1,1,1,0,1,0,0.0,BRL,0,0.0,Good,Solar LED,None,State/Provincial,-23.470916,-46.564615,-23.441292,-46.553069,5729,610,1987,2023-04-16,2025-03-25,2021-06-15,1,1,0,4,56.6,284.6
RD-SÃO-0654,Marginal Tietê,Boulevard,São Paulo,Brazil,Pinheiros,5.1,4,60,6121,0,1,0,1,1,1,0,0.0,BRL,0,0.0,Good,None,Fixed Timer,National,-23.602236,-46.610077,-23.598095,-46.638354,10883,957,1964,2022-10-21,2024-06-26,2020-11-11,1,1,0,0,82.9,121.8
RD-SÃO-0655,Avenida Liberdade,Toll Road,São Paulo,Brazil,Liberdade,28.0,4,100,8299,0,0,0,0,1,0,1,3.0,BRL,0,0.0,Excellent,LED,Fixed Timer,Federal,-23.614101,-46.665832,-23.601007,-46.655988,9844,1177,2016,2023-02-05,2025-01-24,2020-10-15,1,1,1,5,55.9,133.8
RD-SÃO-0656,Elevado Costa e Silva,Ring Road,São Paulo,Brazil,Itaim Bibi,63.9,8,80,16146,0,0,1,0,0,1,0,0.0,BRL,0,0.0,Fair,None,Adaptive SCOOT,Federal,-23.556093,-46.673816,-23.550928,-46.672519,24707,2036,2008,2021-12-30,2024-12-24,2023-03-11,1,1,1,0,59.2,194.5
RD-SÃO-0657,Elevado Costa e Silva,Highway/Expressway,São Paulo,Brazil,Santana,25.6,8,80,15931,0,0,1,1,1,1,0,0.0,BRL,0,0.0,Excellent,LED,Adaptive SCOOT,National,-23.574393,-46.648122,-23.563496,-46.670892,29246,3789,1997,2022-01-03,2024-08-12,2022-01-23,1,0,1,0,81.3,84.6
RD-SÃO-0658,Avenida Liberdade,Boulevard,São Paulo,Brazil,Liberdade,2.2,4,60,5857,0,1,1,1,1,1,0,0.0,BRL,0,0.0,Good,Sodium Vapor,Adaptive SCOOT,Federal,-23.612757,-46.635377,-23.607838,-46.649251,9827,941,2002,2021-11-28,2025-01-13,2020-07-30,1,1,1,2,73.8,311.5
RD-SÃO-0659,Avenida Butantã,Arterial Road,São Paulo,Brazil,Butantã,3.9,6,50,9437,0,0,1,1,0,0,0,0.0,BRL,0,0.0,Good,None,Adaptive SCOOT,Private,-23.569102,-46.615063,-23.597844,-46.639087,10398,902,1976,2022-05-12,2025-03-29,2023-05-14,1,1,0,8,63.7,159.4
RD-SÃO-0660,Marginal Pinheiros,Arterial Road,São Paulo,Brazil,Barra Funda,11.1,4,50,6222,1,0,1,0,0,1,0,0.0,BRL,0,0.0,Poor,Halogen,Semi-Actuated,Private,-23.507253,-46.618843,-23.514975,-46.628304,4824,617,1972,2023-10-10,2024-12-03,2020-08-05,0,1,0,6,64.5,40.2
RD-SÃO-0661,Marginal Pinheiros,Collector Road,São Paulo,Brazil,Liberdade,3.9,4,60,4685,0,0,0,0,0,1,0,0.0,BRL,0,0.0,Good,Halogen,Fixed Timer,State/Provincial,-23.573926,-46.690133,-23.578065,-46.687033,4067,399,1992,2022-10-01,2024-10-21,2020-12-21,1,1,0,0,79.7,39.3
RD-SÃO-0662,Avenida Consolação,Ring Road,São Paulo,Brazil,Consolação,69.0,8,100,15972,0,0,1,0,0,1,0,0.0,BRL,0,0.0,Good,Sodium Vapor,Actuated,Municipal,-23.613109,-46.610962,-23.603666,-46.616468,18647,2202,1956,2022-01-24,2024-05-28,2022-06-10,1,0,1,0,68.9,229.6
RD-SÃO-0663,Rua Barra Funda,Boulevard,São Paulo,Brazil,Barra Funda,7.7,6,50,9138,0,1,1,1,1,1,0,0.0,BRL,0,0.0,Poor,LED,Semi-Actuated,Private,-23.603569,-46.595918,-23.619229,-46.585498,10348,1001,2003,2022-07-22,2024-09-26,2020-07-23,0,0,0,0,59.0,445.6
RD-SÃO-0664,Rua Santana,Arterial Road,São Paulo,Brazil,Santana,8.5,4,50,6471,0,0,0,1,1,0,0,0.0,BRL,0,0.0,Poor,None,Actuated,State/Provincial,-23.628514,-46.646294,-23.650824,-46.629933,9043,1188,1972,2022-09-13,2025-02-17,2023-11-30,0,1,0,0,77.2,256.9
RD-SÃO-0665,Elevado Costa e Silva,Ring Road,São Paulo,Brazil,Paulista,64.2,4,100,8093,0,0,1,1,0,0,1,2.0,BRL,0,0.0,Poor,Sodium Vapor,Adaptive SCOOT,Municipal,-23.492298,-46.679353,-23.482051,-46.666864,7369,1005,1986,2023-08-08,2024-11-06,2021-10-12,1,0,1,0,70.0,243.2
RD-SÃO-0666,Marginal Tietê,Ring Road,São Paulo,Brazil,Vila Madalena,36.2,6,120,12108,0,0,1,1,0,0,0,0.0,BRL,0,0.0,Fair,LED,Semi-Actuated,Federal,-23.553006,-46.621409,-23.549439,-46.601021,14586,2049,1954,2021-10-17,2024-07-23,2020-11-02,1,1,1,6,55.8,421.5
RD-SÃO-0667,Rua Butantã,Toll Road,São Paulo,Brazil,Butantã,39.6,4,120,8464,0,0,1,1,1,0,1,8.0,BRL,0,0.0,Excellent,None,Actuated,Private,-23.578527,-46.636546,-23.569157,-46.628057,5017,497,1997,2022-05-30,2025-03-06,2020-07-15,1,1,1,4,80.4,319.6
RD-SÃO-0668,Rodovia 79,Arterial Road,São Paulo,Brazil,Itaim Bibi,7.0,4,70,6437,0,0,1,1,0,1,0,0.0,BRL,0,0.0,Excellent,Halogen,Fixed Timer,National,-23.544728,-46.597874,-23.559778,-46.626816,6941,560,1995,2022-04-09,2024-06-15,2020-09-19,1,1,0,6,69.4,269.7
RD-SÃO-0669,Marginal Tietê,Local Street,São Paulo,Brazil,Vila Madalena,3.0,2,40,1435,0,1,0,0,0,1,0,0.0,BRL,0,0.0,Under Repair,None,Fixed Timer,Federal,-23.505767,-46.569713,-23.531409,-46.594652,2312,251,1959,2021-10-28,2024-07-20,2021-06-12,0,0,0,0,73.2,5.1
RD-SÃO-0670,Rodovia 345,Collector Road,São Paulo,Brazil,Consolação,5.3,2,60,2419,0,0,1,0,0,1,0,0.0,BRL,0,0.0,Excellent,None,None,Private,-23.619319,-46.596704,-23.599836,-46.577138,2856,276,1965,2023-03-18,2024-11-01,2021-02-27,1,1,0,5,55.3,29.6
RD-SÃO-0671,Marginal Pinheiros,Arterial Road,São Paulo,Brazil,Paulista,3.6,6,80,9581,1,0,1,1,0,1,0,0.0,BRL,0,0.0,Poor,LED,Actuated,Private,-23.501031,-46.570952,-23.478395,-46.599552,9161,1132,1971,2022-01-04,2025-02-16,2022-02-26,0,1,0,3,77.0,333.5
RD-SÃO-0672,Marginal Pinheiros,Boulevard,São Paulo,Brazil,Mooca,2.1,8,60,12178,1,1,0,0,1,1,0,0.0,BRL,0,0.0,Good,Halogen,None,Municipal,-23.539121,-46.627076,-23.546195,-46.654229,22661,1867,2010,2022-08-03,2024-05-06,2021-12-10,0,1,1,7,57.7,246.1
RD-SÃO-0673,Rua Pinheiros,Toll Road,São Paulo,Brazil,Pinheiros,50.1,6,80,12400,0,0,0,1,0,1,1,25.0,BRL,0,0.0,Fair,Solar LED,Actuated,State/Provincial,-23.62769,-46.616155,-23.636848,-46.634925,23504,2237,1985,2021-11-03,2024-11-21,2022-03-31,1,0,1,0,76.8,157.0
RD-SÃO-0674,Elevado Costa e Silva,Ring Road,São Paulo,Brazil,Mooca,73.8,8,100,16154,0,0,1,0,0,1,0,0.0,BRL,0,0.0,Good,None,Semi-Actuated,Federal,-23.561357,-46.607505,-23.557538,-46.609913,17063,1981,1953,2023-09-11,2025-01-23,2022-08-24,1,1,1,6,55.6,358.5
RD-SÃO-0675,Marginal Pinheiros,Boulevard,São Paulo,Brazil,Mooca,3.8,6,40,9199,1,1,1,0,0,0,0,0.0,BRL,0,0.0,Poor,Halogen,None,Private,-23.564418,-46.710141,-23.552137,-46.693465,12480,1742,1955,2024-03-13,2024-10-20,2023-12-20,1,0,0,0,70.8,406.0
RD-SÃO-0676,Elevado Costa e Silva,Local Street,São Paulo,Brazil,Santana,0.4,2,30,1593,0,1,1,0,0,1,0,0.0,BRL,0,0.0,Under Repair,Sodium Vapor,None,Municipal,-23.556361,-46.696411,-23.574438,-46.667234,2133,176,1991,2022-08-01,2024-05-28,2023-09-20,0,0,0,0,69.1,42.9
RD-SÃO-0677,Avenida Barra Funda,Toll Road,São Paulo,Brazil,Barra Funda,24.2,6,80,12745,0,0,1,0,0,1,1,10.0,BRL,0,0.0,Poor,Solar LED,Fixed Timer,Federal,-23.496068,-46.588147,-23.514665,-46.58252,12092,1348,1958,2022-03-28,2024-04-30,2021-03-25,1,1,1,3,64.5,128.1
RD-SÃO-0678,Rodovia 636,Toll Road,São Paulo,Brazil,Barra Funda,18.7,6,120,12440,0,0,1,1,0,1,1,8.0,BRL,0,0.0,Good,LED,Semi-Actuated,Municipal,-23.608097,-46.635608,-23.637204,-46.607144,9887,1166,2012,2023-01-09,2025-02-20,2023-10-16,1,0,1,0,84.6,129.9
RD-SÃO-0679,Elevado Costa e Silva,Local Street,São Paulo,Brazil,Vila Madalena,0.8,1,50,668,0,0,1,0,0,1,0,0.0,BRL,0,0.0,Good,Halogen,Fixed Timer,National,-23.573485,-46.628887,-23.594385,-46.651266,1394,151,1980,2022-02-20,2024-07-10,2023-11-13,0,1,0,1,60.6,17.2
RD-SÃO-0680,Marginal Tietê,Highway/Expressway,São Paulo,Brazil,Santana,15.4,8,130,15914,1,0,1,1,0,1,0,0.0,BRL,0,0.0,Poor,Sodium Vapor,None,Federal,-23.578301,-46.579981,-23.566117,-46.567067,16305,2084,1964,2022-02-03,2024-04-20,2022-09-12,1,1,1,0,68.8,299.8
RD-SÃO-0681,Elevado Costa e Silva,Highway/Expressway,São Paulo,Brazil,Mooca,48.2,6,130,12108,0,0,1,1,0,0,1,8.0,BRL,0,0.0,Fair,LED,None,Private,-23.547881,-46.617574,-23.544321,-46.635724,23835,3418,1972,2023-05-27,2025-02-22,2021-08-12,1,1,1,3,60.7,49.6
RD-SÃO-0682,Avenida Itaim Bibi,Ring Road,São Paulo,Brazil,Itaim Bibi,78.6,4,120,8002,0,0,1,1,1,0,1,5.0,BRL,0,0.0,Fair,LED,Adaptive SCOOT,Municipal,-23.487235,-46.669877,-23.481378,-46.66898,8517,698,1961,2023-12-23,2024-12-30,2022-04-23,1,0,1,0,58.0,455.1
RD-SÃO-0683,Elevado Costa e Silva,Ring Road,São Paulo,Brazil,Liberdade,52.5,6,100,12002,0,0,1,1,1,1,1,5.0,BRL,0,0.0,Fair,LED,None,State/Provincial,-23.508698,-46.622347,-23.536131,-46.646644,14139,1658,1954,2023-03-04,2024-07-30,2021-04-18,1,1,1,4,66.6,340.5
RD-SÃO-0684,Elevado Costa e Silva,Boulevard,São Paulo,Brazil,Pinheiros,2.8,8,40,11933,0,0,1,0,1,1,0,0.0,BRL,0,0.0,Good,LED,None,Federal,-23.53868,-46.692686,-23.512769,-46.710206,11998,1061,1979,2022-04-03,2024-07-02,2023-07-14,0,0,0,0,76.7,219.9
RD-SÃO-0685,Rodovia 467,Ring Road,São Paulo,Brazil,Consolação,68.9,4,100,8179,0,0,1,1,0,1,1,5.0,BRL,0,0.0,Fair,Solar LED,Actuated,Municipal,-23.55824,-46.572313,-23.537529,-46.580068,5781,554,1957,2024-01-02,2024-09-18,2022-05-16,1,0,1,0,78.9,410.5
RD-SÃO-0686,Avenida Paulista,Local Street,São Paulo,Brazil,Paulista,2.9,2,50,1428,0,1,1,0,0,1,0,0.0,BRL,0,0.0,Excellent,LED,Adaptive SCOOT,National,-23.581327,-46.679522,-23.603426,-46.67589,2890,254,1985,2022-05-11,2024-10-09,2023-11-03,0,1,0,6,68.2,38.9
RD-SHA-0687,Xintiandi Lu,Boulevard,Shanghai,China,Xintiandi,7.4,8,50,12122,1,0,1,1,1,0,0,0.0,CNY,0,0.0,Fair,LED,Fixed Timer,National,31.216462,121.432301,31.199269,121.41717,17843,2094,1996,2022-11-29,2024-12-20,2021-08-29,1,0,0,0,70.9,129.5
RD-SHA-0688,Yan'an Elevated Road,Toll Road,Shanghai,China,Songjiang,49.7,8,80,16985,0,0,1,1,1,0,1,1.5,CNY,0,0.0,Excellent,LED,None,Federal,31.206588,121.536403,31.21665,121.508628,20196,2491,1969,2023-10-09,2024-05-13,2021-07-27,1,1,1,0,81.5,62.0
RD-SHA-0689,Minhang Road,Collector Road,Shanghai,China,Minhang,4.9,4,40,4950,0,0,1,0,0,1,0,0.0,CNY,0,0.0,Good,Solar LED,None,National,31.295126,121.422258,31.304446,121.415967,8458,1186,1971,2022-02-15,2024-10-01,2021-05-21,1,0,0,0,80.4,283.3
RD-SHA-0690,Middle Ring Road,Toll Road,Shanghai,China,Hongkou,56.3,8,100,16962,0,0,0,0,0,1,1,1.5,CNY,0,0.0,Poor,Halogen,Actuated,Municipal,31.215455,121.405681,31.191308,121.432918,13742,1542,1967,2023-04-01,2024-06-25,2023-03-07,1,0,1,0,75.3,99.6
RD-SHA-0691,Songjiang Lu,Highway/Expressway,Shanghai,China,Songjiang,44.5,4,140,8192,1,0,1,1,0,1,1,1.0,CNY,0,0.0,Good,Sodium Vapor,Adaptive SCOOT,National,31.181148,121.539418,31.169536,121.51865,9729,1179,1971,2023-06-09,2025-01-07,2020-09-16,1,0,1,0,69.5,480.7
RD-SHA-0692,Middle Ring Road,Local Street,Shanghai,China,Minhang,2.9,1,50,611,0,0,1,0,0,1,0,0.0,CNY,0,0.0,Fair,LED,None,Federal,31.306947,121.45251,31.308955,121.480348,553,78,2012,2024-03-20,2025-01-02,2022-07-24,1,1,0,1,60.1,45.8
RD-SHA-0693,Yan'an Elevated Road,Highway/Expressway,Shanghai,China,Lujiazui,15.4,4,140,8101,0,0,0,0,1,1,1,5.0,CNY,0,0.0,Good,Solar LED,None,Municipal,31.237548,121.515125,31.224627,121.538735,12351,1067,1967,2023-04-25,2024-08-23,2023-04-18,1,0,1,0,59.4,240.7
RD-SHA-0694,Middle Ring Road,Toll Road,Shanghai,China,Hongkou,56.2,6,120,12414,0,0,1,1,0,1,1,10.0,CNY,0,0.0,Good,Sodium Vapor,Fixed Timer,National,31.250492,121.46534,31.273268,121.471323,7269,758,1983,2023-06-21,2025-01-05,2023-10-01,1,0,1,0,66.5,469.6
RD-SHA-0695,Middle Ring Road,Highway/Expressway,Shanghai,China,Jing'an,30.6,4,130,8115,0,0,0,1,0,0,0,0.0,CNY,0,0.0,Good,Halogen,Adaptive SCOOT,State/Provincial,31.271039,121.438343,31.272976,121.467189,6328,877,1974,2023-11-26,2024-11-03,2024-01-18,1,0,1,0,63.1,43.1
RD-SHA-0696,Lujiazui Lu,Highway/Expressway,Shanghai,China,Lujiazui,12.9,4,80,7934,1,0,1,1,1,1,0,0.0,CNY,0,0.0,Fair,None,Adaptive SCOOT,State/Provincial,31.166237,121.496047,31.159057,121.469391,5452,700,1967,2022-12-22,2024-09-14,2020-10-23,1,1,1,8,68.2,375.1
RD-SHA-0697,G774 Expressway,Boulevard,Shanghai,China,Putuo,2.6,8,40,11928,0,0,0,0,0,0,0,0.0,CNY,0,0.0,Excellent,None,None,Private,31.244545,121.523842,31.259292,121.542924,15597,1788,1982,2022-12-16,2024-05-21,2024-02-18,1,1,0,0,62.3,17.6
RD-SHA-0698,Yan'an Elevated Road,Ring Road,Shanghai,China,Lujiazui,42.7,4,80,8117,0,0,1,0,0,1,0,0.0,CNY,0,0.0,Excellent,Halogen,Fixed Timer,Federal,31.178565,121.479015,31.198626,121.480602,9894,861,1988,2023-08-19,2024-11-24,2022-01-17,1,1,1,7,76.6,207.3
RD-SHA-0699,Lujiazui Road,Ring Road,Shanghai,China,Lujiazui,61.5,4,100,7842,0,0,1,0,0,0,1,5.0,CNY,0,0.0,Good,Halogen,None,State/Provincial,31.258497,121.423371,31.240333,121.395963,13093,1609,1967,2023-08-28,2024-09-09,2020-07-26,1,1,1,3,77.5,239.1
RD-SHA-0700,Middle Ring Road,Ring Road,Shanghai,China,Lujiazui,78.3,6,80,12119,0,0,1,1,0,0,1,2.0,CNY,0,0.0,Good,None,Fixed Timer,Municipal,31.276541,121.524131,31.247121,121.496057,13966,1262,1987,2024-01-22,2024-12-23,2020-06-13,1,1,1,3,77.7,223.3
RD-SHA-0701,Putuo Lu,Collector Road,Shanghai,China,Putuo,2.8,4,60,4685,0,0,0,1,0,1,0,0.0,CNY,0,0.0,Good,Solar LED,Fixed Timer,Municipal,31.226442,121.433784,31.224054,121.425228,3735,339,1970,2023-06-27,2025-03-10,2021-11-12,1,1,1,0,55.9,42.8
RD-SHA-0702,Inner Ring Road,Highway/Expressway,Shanghai,China,Minhang,12.0,6,120,12109,1,0,1,0,0,1,1,8.0,CNY,0,0.0,Poor,Sodium Vapor,Semi-Actuated,Federal,31.242652,121.491434,31.233852,121.476503,13556,1947,1974,2023-05-05,2025-01-27,2022-05-16,1,1,1,8,80.3,55.8
RD-SHA-0703,Minhang Lu,Arterial Road,Shanghai,China,Minhang,3.6,4,70,6275,0,0,1,0,0,1,0,0.0,CNY,0,0.0,Good,None,Adaptive SCOOT,Federal,31.28006,121.479211,31.299174,121.49997,7761,737,1985,2023-04-14,2024-08-18,2020-11-24,0,1,0,0,71.8,139.4
RD-SHA-0704,Pudong Road,Highway/Expressway,Shanghai,China,Pudong,37.6,4,100,8129,1,0,0,1,0,0,0,0.0,CNY,0,0.0,Excellent,Solar LED,Semi-Actuated,State/Provincial,31.19401,121.499725,31.175074,121.49979,5997,663,1993,2023-06-30,2024-10-06,2022-04-28,1,1,1,3,63.2,74.5
RD-SHA-0705,French Concession Lu,Collector Road,Shanghai,China,French Concession,2.4,4,40,4905,0,0,0,1,1,1,0,0.0,CNY,0,0.0,Excellent,Sodium Vapor,Actuated,State/Provincial,31.296488,121.491829,31.294614,121.499814,9694,1209,2016,2022-09-11,2025-03-08,2022-09-14,0,0,0,0,79.2,269.4
RD-SHA-0706,Xintiandi Lu,Arterial Road,Shanghai,China,Xintiandi,14.0,4,70,6272,0,0,1,1,0,1,0,0.0,CNY,0,0.0,Good,None,Adaptive SCOOT,Municipal,31.153729,121.430177,31.163271,121.453611,7644,1040,2016,2023-04-30,2024-11-25,2021-11-04,0,0,0,0,65.9,470.0
RD-SHA-0707,Inner Ring Road,Toll Road,Shanghai,China,Hongkou,16.3,6,120,12400,0,0,0,1,0,0,1,20.0,CNY,0,0.0,Excellent,None,Semi-Actuated,Private,31.281176,121.475991,31.270187,121.504275,17426,1420,1983,2023-07-08,2025-01-28,2023-05-08,1,1,1,0,73.3,43.8
RD-SHA-0708,French Concession Lu,Local Street,Shanghai,China,French Concession,2.6,1,50,808,0,1,1,0,1,1,0,0.0,CNY,0,0.0,Good,Solar LED,Adaptive SCOOT,State/Provincial,31.244065,121.415726,31.247308,121.426722,1663,145,1951,2023-11-09,2024-06-19,2021-07-30,0,1,0,6,72.5,49.5
RD-SHA-0709,Yan'an Elevated Road,Toll Road,Shanghai,China,Jing'an,50.0,6,100,12513,0,0,1,1,0,0,1,2.0,CNY,0,0.0,Fair,Sodium Vapor,Actuated,Federal,31.264638,121.40981,31.281069,121.390916,27931,3709,1958,2024-02-25,2024-10-18,2023-08-17,1,1,1,4,61.5,310.3
RD-SHA-0710,Middle Ring Road,Boulevard,Shanghai,China,Songjiang,2.3,8,60,12010,0,0,1,1,1,1,0,0.0,CNY,0,0.0,Good,Solar LED,Semi-Actuated,National,31.158342,121.532223,31.187563,121.534373,7130,829,1963,2021-11-23,2024-06-21,2023-07-31,0,0,0,0,63.1,304.3
RD-SHA-0711,G476 Expressway,Collector Road,Shanghai,China,Changning,4.5,2,60,2487,0,0,0,0,0,1,0,0.0,CNY,0,0.0,Under Repair,LED,Adaptive SCOOT,Private,31.259069,121.416409,31.238798,121.442113,2225,186,1967,2022-11-24,2024-09-08,2022-01-08,0,1,1,0,62.7,36.4
RD-SHA-0712,Putuo Road,Ring Road,Shanghai,China,Putuo,47.8,8,120,16101,0,0,1,1,0,0,1,3.0,CNY,0,0.0,Fair,LED,None,Private,31.170661,121.539168,31.153955,121.551832,15498,1760,2010,2023-11-16,2024-06-19,2020-05-16,1,1,1,4,77.0,184.5
RD-SHA-0713,G773 Expressway,Ring Road,Shanghai,China,Pudong,66.1,4,80,7892,0,0,1,1,1,1,0,0.0,CNY,0,0.0,Poor,None,None,National,31.302568,121.501476,31.308414,121.507355,9001,879,1967,2021-11-26,2024-09-07,2021-11-02,1,0,1,0,56.2,211.9
RD-SHA-0714,Yan'an Elevated Road,Ring Road,Shanghai,China,French Concession,71.5,6,100,12117,0,0,1,1,1,0,0,0.0,CNY,0,0.0,Excellent,Halogen,Adaptive SCOOT,State/Provincial,31.21113,121.514206,31.232423,121.525807,11732,1542,1980,2022-08-08,2025-03-19,2023-04-28,1,0,1,0,82.6,446.8
RD-SHA-0715,G595 Expressway,Local Street,Shanghai,China,Xintiandi,2.3,2,40,1365,0,0,0,0,0,1,0,0.0,CNY,0,0.0,Excellent,Halogen,None,Federal,31.203198,121.552932,31.199622,121.554924,1144,132,2012,2023-08-24,2024-05-20,2021-04-05,0,1,1,4,84.9,43.5
RD-SHA-0716,Middle Ring Road,Ring Road,Shanghai,China,Changning,57.7,4,100,8011,0,0,0,1,0,0,1,3.0,CNY,0,0.0,Good,None,Fixed Timer,National,31.209054,121.513044,31.21017,121.509383,6258,554,1957,2022-09-01,2024-05-04,2022-08-08,1,1,1,3,66.0,30.2
RD-SHA-0717,Inner Ring Road,Collector Road,Shanghai,China,Lujiazui,2.5,4,60,4668,0,0,0,1,0,1,0,0.0,CNY,0,0.0,Good,LED,Semi-Actuated,National,31.23625,121.435885,31.251691,121.449849,3981,441,2014,2024-02-06,2024-07-18,2020-10-29,0,0,0,0,72.5,22.3
RD-SHA-0718,Inner Ring Road,Ring Road,Shanghai,China,Minhang,62.4,4,120,8080,0,0,1,1,1,0,1,12.0,CNY,0,0.0,Excellent,Solar LED,Semi-Actuated,State/Provincial,31.156542,121.434928,31.154016,121.406211,7497,916,2008,2023-03-21,2024-10-01,2021-10-18,1,0,1,0,78.3,48.4
RD-SHA-0719,Yan'an Elevated Road,Boulevard,Shanghai,China,Jing'an,3.7,8,50,12182,0,1,1,1,1,0,0,0.0,CNY,0,0.0,Good,Halogen,None,Federal,31.227965,121.508102,31.230667,121.537764,16722,1898,2001,2023-05-27,2025-03-18,2020-11-21,0,1,0,7,80.6,226.5
RD-SHA-0720,G873 Expressway,Ring Road,Shanghai,China,Pudong,76.0,6,100,11984,0,0,1,1,1,1,0,0.0,CNY,0,0.0,Excellent,None,Fixed Timer,Private,31.223228,121.537901,31.20254,121.549308,13170,1837,1984,2023-01-16,2025-01-16,2020-03-12,1,0,1,0,81.8,141.8
RD-SHA-0721,G279 Expressway,Local Street,Shanghai,China,Songjiang,1.0,2,20,1579,0,0,1,0,0,1,0,0.0,CNY,0,0.0,Good,None,Actuated,State/Provincial,31.284965,121.470789,31.292576,121.493123,1331,122,1977,2022-11-19,2025-02-09,2023-03-06,0,0,0,0,69.2,33.8
RD-SHA-0722,French Concession Road,Toll Road,Shanghai,China,French Concession,42.4,6,120,12420,0,0,1,1,1,1,1,2.0,CNY,0,0.0,Good,Sodium Vapor,Adaptive SCOOT,National,31.153238,121.416356,31.16953,121.389057,24880,3624,1983,2023-10-29,2025-02-23,2021-12-09,1,1,1,5,63.7,160.1
RD-SHA-0723,G204 Expressway,Local Street,Shanghai,China,Songjiang,1.0,1,20,514,0,0,1,0,0,1,0,0.0,CNY,0,0.0,Good,Solar LED,None,Municipal,31.283411,121.518845,31.306429,121.521575,736,77,1955,2023-07-13,2025-03-04,2020-11-02,0,1,0,3,68.2,43.7
RD-SHA-0724,Yan'an Elevated Road,Ring Road,Shanghai,China,Jing'an,58.9,6,80,12194,0,0,0,0,1,1,1,2.0,CNY,0,0.0,Fair,LED,Adaptive SCOOT,Federal,31.186961,121.508604,31.159817,121.490106,9184,1352,1986,2021-12-03,2024-08-31,2021-07-27,1,0,1,0,82.4,340.9
RD-SHA-0725,Middle Ring Road,Collector Road,Shanghai,China,Xintiandi,1.8,4,40,4789,0,1,1,1,1,1,0,0.0,CNY,0,0.0,Fair,Solar LED,Fixed Timer,Municipal,31.213408,121.468181,31.184197,121.456156,9633,1283,1991,2023-08-22,2024-08-17,2023-02-15,0,0,0,0,69.1,99.1
RD-SHA-0726,Inner Ring Road,Toll Road,Shanghai,China,Minhang,33.0,8,100,16990,0,0,1,1,0,0,1,3.0,CNY,0,0.0,Good,Solar LED,Actuated,National,31.275014,121.409109,31.28862,121.38189,12569,1113,2005,2024-01-13,2024-08-19,2021-01-11,1,0,1,0,60.0,375.6
RD-SHA-0727,Middle Ring Road,Highway/Expressway,Shanghai,China,Lujiazui,33.7,8,120,15866,1,0,1,1,0,0,0,0.0,CNY,0,0.0,Fair,None,None,Private,31.160334,121.436042,31.148049,121.454266,23564,2513,2006,2022-03-22,2025-01-20,2023-08-11,1,0,1,0,65.4,70.0
RD-SHA-0728,Inner Ring Road,Boulevard,Shanghai,China,Songjiang,2.7,4,50,5812,1,0,1,1,0,0,0,0.0,CNY,0,0.0,Good,LED,None,Private,31.183168,121.527803,31.169561,121.498355,4282,529,1966,2023-05-10,2025-01-04,2023-04-26,1,0,0,0,80.0,17.9
RD-SHA-0729,G780 Expressway,Arterial Road,Shanghai,China,Xintiandi,4.1,4,50,6230,0,0,1,1,0,1,0,0.0,CNY,0,0.0,Excellent,Halogen,Actuated,Municipal,31.171126,121.431446,31.173544,121.433888,6781,989,1981,2022-04-17,2024-12-06,2023-02-20,0,0,0,0,83.2,202.4
RD-SHA-0730,Inner Ring Road,Local Street,Shanghai,China,Songjiang,1.3,2,40,1404,0,0,1,0,0,1,0,0.0,CNY,0,0.0,Good,Sodium Vapor,Adaptive SCOOT,Private,31.30075,121.451431,31.302914,121.454792,1149,166,1980,2022-10-29,2024-05-11,2024-02-03,0,0,0,0,75.0,29.3
RD-SHA-0731,Inner Ring Road,Ring Road,Shanghai,China,Hongkou,48.3,4,100,7998,0,0,0,0,0,1,0,0.0,CNY,0,0.0,Fair,Sodium Vapor,Fixed Timer,National,31.273532,121.434095,31.257993,121.405661,6308,882,1975,2023-08-14,2024-07-16,2021-12-18,1,1,1,3,69.2,318.8
